"Plot Title: El Guabo Rain Gage"
"#","Date Time, GMT-05:00","Ext. Line Event","Coupler Detached","Coupler Attached","Stopped","End Of File"
196,07/25/11 01:04:07 PM,194.00,,,,
197,07/25/11 01:04:56 PM,195.00,,,,
198,07/25/11 01:05:54 PM,196.00,,,,
199,07/25/11 02:46:25 PM,197.00,,,,
200,07/25/11 03:47:26 PM,198.00,,,,
201,07/25/11 04:26:15 PM,199.00,,,,
202,07/26/11 03:07:45 AM,200.00,,,,
203,07/26/11 03:10:20 AM,201.00,,,,
204,07/26/11 03:16:36 AM,202.00,,,,
205,07/26/11 03:18:33 AM,203.00,,,,
206,07/26/11 03:20:06 AM,204.00,,,,
207,07/26/11 03:21:31 AM,205.00,,,,
208,07/26/11 03:22:28 AM,206.00,,,,
209,07/26/11 03:23:20 AM,207.00,,,,
210,07/26/11 03:24:40 AM,208.00,,,,
211,07/26/11 03:25:42 AM,209.00,,,,
212,07/26/11 03:26:29 AM,210.00,,,,
213,07/26/11 03:27:05 AM,211.00,,,,
214,07/26/11 03:28:00 AM,212.00,,,,
215,07/26/11 03:29:09 AM,213.00,,,,
216,07/26/11 03:30:11 AM,214.00,,,,
217,07/26/11 03:31:05 AM,215.00,,,,
218,07/26/11 05:16:28 AM,216.00,,,,
219,07/26/11 06:09:03 AM,217.00,,,,
220,07/26/11 06:10:57 AM,218.00,,,,
221,07/26/11 06:12:00 AM,219.00,,,,
222,07/26/11 06:13:20 AM,220.00,,,,
223,07/26/11 06:15:12 AM,221.00,,,,
224,07/26/11 06:16:12 AM,222.00,,,,
225,07/26/11 06:16:57 AM,223.00,,,,
226,07/26/11 06:17:44 AM,224.00,,,,
227,07/26/11 06:18:45 AM,225.00,,,,
228,07/26/11 06:19:54 AM,226.00,,,,
229,07/26/11 06:21:28 AM,227.00,,,,
230,07/26/11 06:23:31 AM,228.00,,,,
231,07/26/11 06:26:39 AM,229.00,,,,
232,07/26/11 06:35:26 AM,230.00,,,,
233,07/26/11 06:37:07 AM,231.00,,,,
234,07/26/11 06:38:10 AM,232.00,,,,
235,07/26/11 06:38:53 AM,233.00,,,,
236,07/26/11 06:39:34 AM,234.00,,,,
237,07/26/11 06:40:09 AM,235.00,,,,
238,07/26/11 06:40:43 AM,236.00,,,,
239,07/26/11 06:41:12 AM,237.00,,,,
240,07/26/11 06:41:40 AM,238.00,,,,
241,07/26/11 06:42:14 AM,239.00,,,,
242,07/26/11 06:42:42 AM,240.00,,,,
243,07/26/11 06:43:18 AM,241.00,,,,
244,07/26/11 06:43:53 AM,242.00,,,,
245,07/26/11 06:44:30 AM,243.00,,,,
246,07/26/11 06:45:05 AM,244.00,,,,
247,07/26/11 06:46:02 AM,245.00,,,,
248,07/26/11 06:47:05 AM,246.00,,,,
249,07/26/11 06:47:59 AM,247.00,,,,
250,07/26/11 06:48:56 AM,248.00,,,,
251,07/26/11 06:49:59 AM,249.00,,,,
252,07/26/11 06:50:43 AM,250.00,,,,
253,07/26/11 06:51:40 AM,251.00,,,,
254,07/26/11 06:52:37 AM,252.00,,,,
255,07/26/11 06:53:43 AM,253.00,,,,
256,07/26/11 06:54:54 AM,254.00,,,,
257,07/26/11 06:55:49 AM,255.00,,,,
258,07/26/11 06:56:28 AM,256.00,,,,
259,07/26/11 06:57:04 AM,257.00,,,,
260,07/26/11 06:57:40 AM,258.00,,,,
261,07/26/11 06:58:40 AM,259.00,,,,
262,07/26/11 06:59:46 AM,260.00,,,,
263,07/26/11 07:01:03 AM,261.00,,,,
264,07/26/11 07:01:57 AM,262.00,,,,
265,07/26/11 07:03:36 AM,263.00,,,,
266,07/26/11 07:04:58 AM,264.00,,,,
267,07/26/11 07:06:07 AM,265.00,,,,
268,07/26/11 07:07:03 AM,266.00,,,,
269,07/26/11 07:08:01 AM,267.00,,,,
270,07/26/11 07:09:05 AM,268.00,,,,
271,07/26/11 07:10:20 AM,269.00,,,,
272,07/26/11 07:11:29 AM,270.00,,,,
273,07/26/11 07:12:48 AM,271.00,,,,
274,07/26/11 07:15:08 AM,272.00,,,,
275,07/26/11 07:19:07 AM,273.00,,,,
276,07/26/11 07:21:34 AM,274.00,,,,
277,07/26/11 07:25:24 AM,275.00,,,,
278,07/27/11 06:22:45 PM,276.00,,,,
279,07/28/11 03:52:07 AM,277.00,,,,
280,07/28/11 03:52:54 AM,278.00,,,,
281,07/28/11 03:55:23 AM,279.00,,,,
282,07/28/11 03:56:39 AM,280.00,,,,
283,07/28/11 03:57:50 AM,281.00,,,,
284,07/28/11 03:58:42 AM,282.00,,,,
285,07/28/11 03:59:45 AM,283.00,,,,
286,07/28/11 04:00:32 AM,284.00,,,,
287,07/28/11 04:01:14 AM,285.00,,,,
288,07/28/11 04:01:55 AM,286.00,,,,
289,07/28/11 04:02:28 AM,287.00,,,,
290,07/28/11 04:03:17 AM,288.00,,,,
291,07/28/11 04:05:05 AM,289.00,,,,
292,07/28/11 04:07:48 AM,290.00,,,,
293,07/28/11 01:20:37 PM,291.00,,,,
294,07/28/11 01:48:40 PM,292.00,,,,
295,07/28/11 02:01:51 PM,293.00,,,,
296,07/28/11 02:09:17 PM,294.00,,,,
297,07/28/11 02:14:48 PM,295.00,,,,
298,07/28/11 02:32:33 PM,296.00,,,,
299,07/28/11 06:02:02 PM,297.00,,,,
300,07/28/11 08:37:24 PM,298.00,,,,
301,07/28/11 08:50:50 PM,299.00,,,,
302,07/28/11 09:08:46 PM,300.00,,,,
303,07/28/11 09:32:21 PM,301.00,,,,
304,07/28/11 10:09:57 PM,302.00,,,,
305,07/28/11 11:56:45 PM,303.00,,,,
306,07/29/11 01:54:23 AM,304.00,,,,
307,07/29/11 02:12:05 AM,305.00,,,,
308,07/29/11 02:26:23 AM,306.00,,,,
309,07/29/11 02:55:13 AM,307.00,,,,
310,07/29/11 03:22:23 PM,308.00,,,,
311,07/30/11 12:14:02 PM,309.00,,,,
312,07/30/11 12:16:54 PM,310.00,,,,
313,07/30/11 12:21:45 PM,311.00,,,,
314,07/30/11 12:23:51 PM,312.00,,,,
315,07/30/11 12:31:28 PM,313.00,,,,
316,07/30/11 12:36:25 PM,314.00,,,,
317,07/30/11 12:44:33 PM,315.00,,,,
318,07/30/11 12:46:11 PM,316.00,,,,
319,07/30/11 12:48:59 PM,317.00,,,,
320,07/30/11 12:51:49 PM,318.00,,,,
321,07/30/11 12:54:24 PM,319.00,,,,
322,07/30/11 12:59:18 PM,320.00,,,,
323,07/30/11 01:03:34 PM,321.00,,,,
324,07/30/11 01:07:28 PM,322.00,,,,
325,07/30/11 01:14:23 PM,323.00,,,,
326,07/30/11 01:32:16 PM,324.00,,,,
327,07/30/11 01:50:41 PM,325.00,,,,
328,07/30/11 02:17:37 PM,326.00,,,,
329,07/30/11 02:46:38 PM,327.00,,,,
330,07/30/11 02:58:24 PM,328.00,,,,
331,07/30/11 03:08:51 PM,329.00,,,,
332,07/30/11 03:22:45 PM,330.00,,,,
333,07/30/11 03:32:54 PM,331.00,,,,
334,07/30/11 03:39:38 PM,332.00,,,,
335,07/30/11 03:46:07 PM,333.00,,,,
336,07/30/11 03:55:06 PM,334.00,,,,
337,07/30/11 04:09:05 PM,335.00,,,,
338,07/30/11 04:22:46 PM,336.00,,,,
339,07/30/11 04:37:30 PM,337.00,,,,
340,07/30/11 04:52:52 PM,338.00,,,,
341,07/30/11 05:21:59 PM,339.00,,,,
342,08/02/11 01:12:08 PM,340.00,,,,
343,08/02/11 01:52:06 PM,341.00,,,,
344,08/02/11 02:28:34 PM,342.00,,,,
345,08/03/11 12:48:30 PM,343.00,,,,
346,08/03/11 12:56:03 PM,344.00,,,,
347,08/03/11 01:21:57 PM,345.00,,,,
348,08/03/11 01:25:59 PM,346.00,,,,
349,08/03/11 01:28:55 PM,347.00,,,,
350,08/03/11 01:36:00 PM,348.00,,,,
351,08/03/11 01:40:02 PM,349.00,,,,
352,08/03/11 01:42:45 PM,350.00,,,,
353,08/03/11 01:44:24 PM,351.00,,,,
354,08/03/11 01:52:48 PM,352.00,,,,
355,08/03/11 02:56:59 PM,353.00,,,,
356,08/03/11 04:08:24 PM,354.00,,,,
357,08/03/11 04:17:41 PM,355.00,,,,
358,08/03/11 04:24:04 PM,356.00,,,,
359,08/03/11 04:30:58 PM,357.00,,,,
360,08/03/11 04:32:09 PM,358.00,,,,
361,08/03/11 04:33:32 PM,359.00,,,,
362,08/03/11 04:35:28 PM,360.00,,,,
363,08/03/11 04:49:22 PM,361.00,,,,
364,08/04/11 12:03:48 PM,362.00,,,,
365,08/04/11 12:08:41 PM,363.00,,,,
366,08/04/11 12:30:44 PM,364.00,,,,
367,08/04/11 12:39:52 PM,365.00,,,,
368,08/04/11 12:45:22 PM,366.00,,,,
369,08/04/11 01:09:30 PM,367.00,,,,
370,08/04/11 01:23:55 PM,368.00,,,,
371,08/04/11 01:41:16 PM,369.00,,,,
372,08/06/11 11:14:50 PM,370.00,,,,
373,08/07/11 12:50:53 PM,371.00,,,,
374,08/07/11 12:56:52 PM,372.00,,,,
375,08/08/11 03:37:25 PM,373.00,,,,
376,08/08/11 03:46:16 PM,374.00,,,,
377,08/11/11 03:17:41 AM,375.00,,,,
378,08/11/11 07:43:58 PM,376.00,,,,
379,08/12/11 01:23:10 PM,377.00,,,,
380,08/12/11 01:25:21 PM,378.00,,,,
381,08/12/11 01:26:20 PM,379.00,,,,
382,08/12/11 01:27:16 PM,380.00,,,,
383,08/12/11 01:28:08 PM,381.00,,,,
384,08/12/11 01:29:18 PM,382.00,,,,
385,08/12/11 01:31:05 PM,383.00,,,,
386,08/12/11 02:09:02 PM,384.00,,,,
387,08/12/11 05:58:16 PM,385.00,,,,
388,08/12/11 06:18:33 PM,386.00,,,,
389,08/12/11 07:49:48 PM,387.00,,,,
390,08/13/11 05:28:59 AM,388.00,,,,
391,08/13/11 05:33:05 AM,389.00,,,,
392,08/13/11 03:36:18 PM,390.00,,,,
393,08/13/11 04:05:42 PM,391.00,,,,
394,08/13/11 04:06:51 PM,392.00,,,,
395,08/13/11 04:07:47 PM,393.00,,,,
396,08/13/11 04:08:40 PM,394.00,,,,
397,08/13/11 04:09:32 PM,395.00,,,,
398,08/13/11 04:10:40 PM,396.00,,,,
399,08/13/11 04:12:25 PM,397.00,,,,
400,08/13/11 04:14:04 PM,398.00,,,,
401,08/13/11 04:24:38 PM,399.00,,,,
402,08/14/11 11:31:01 AM,400.00,,,,
403,08/14/11 11:34:06 AM,401.00,,,,
404,08/14/11 12:19:43 PM,402.00,,,,
405,08/14/11 11:23:04 PM,403.00,,,,
406,08/16/11 12:39:22 AM,404.00,,,,
407,08/16/11 12:59:35 AM,405.00,,,,
408,08/16/11 11:41:17 AM,406.00,,,,
409,08/16/11 11:50:24 AM,407.00,,,,
410,08/16/11 11:51:55 AM,408.00,,,,
411,08/16/11 11:53:42 AM,409.00,,,,
412,08/16/11 11:54:45 AM,410.00,,,,
413,08/16/11 11:55:51 AM,411.00,,,,
414,08/16/11 11:56:55 AM,412.00,,,,
415,08/16/11 11:57:36 AM,413.00,,,,
416,08/16/11 11:58:18 AM,414.00,,,,
417,08/16/11 11:59:00 AM,415.00,,,,
418,08/16/11 11:59:36 AM,416.00,,,,
419,08/16/11 12:00:22 PM,417.00,,,,
420,08/16/11 12:01:05 PM,418.00,,,,
421,08/16/11 12:01:40 PM,419.00,,,,
422,08/16/11 12:02:11 PM,420.00,,,,
423,08/16/11 12:02:44 PM,421.00,,,,
424,08/16/11 12:03:27 PM,422.00,,,,
425,08/16/11 12:04:09 PM,423.00,,,,
426,08/16/11 12:05:52 PM,424.00,,,,
427,08/16/11 12:06:58 PM,425.00,,,,
428,08/16/11 12:08:01 PM,426.00,,,,
429,08/16/11 12:08:54 PM,427.00,,,,
430,08/16/11 12:26:14 PM,428.00,,,,
431,08/16/11 12:53:29 PM,429.00,,,,
432,08/16/11 01:00:33 PM,430.00,,,,
433,08/16/11 01:22:01 PM,431.00,,,,
434,08/16/11 02:14:50 PM,432.00,,,,
435,08/17/11 02:06:11 AM,433.00,,,,
436,08/19/11 04:08:22 PM,434.00,,,,
437,08/19/11 05:00:25 PM,435.00,,,,
438,08/20/11 06:15:50 PM,436.00,,,,
439,08/21/11 11:34:26 AM,437.00,,,,
440,08/21/11 11:36:47 AM,438.00,,,,
441,08/21/11 11:37:58 AM,439.00,,,,
442,08/21/11 11:38:48 AM,440.00,,,,
443,08/21/11 11:40:15 AM,441.00,,,,
444,08/21/11 11:41:13 AM,442.00,,,,
445,08/21/11 11:42:39 AM,443.00,,,,
446,08/21/11 11:44:16 AM,444.00,,,,
447,08/21/11 11:51:54 AM,445.00,,,,
448,08/21/11 11:52:39 AM,446.00,,,,
449,08/21/11 11:53:39 AM,447.00,,,,
450,08/21/11 11:54:42 AM,448.00,,,,
451,08/21/11 11:55:28 AM,449.00,,,,
452,08/21/11 11:55:54 AM,450.00,,,,
453,08/21/11 11:56:20 AM,451.00,,,,
454,08/21/11 11:56:45 AM,452.00,,,,
455,08/21/11 11:57:15 AM,453.00,,,,
456,08/21/11 11:57:41 AM,454.00,,,,
457,08/21/11 11:58:13 AM,455.00,,,,
458,08/21/11 11:58:42 AM,456.00,,,,
459,08/21/11 11:59:17 AM,457.00,,,,
460,08/21/11 12:00:05 PM,458.00,,,,
461,08/21/11 12:01:09 PM,459.00,,,,
462,08/21/11 12:20:05 PM,460.00,,,,
463,08/21/11 02:10:30 PM,461.00,,,,
464,08/22/11 12:28:02 PM,462.00,,,,
465,08/22/11 12:29:06 PM,463.00,,,,
466,08/22/11 12:31:12 PM,464.00,,,,
467,08/22/11 12:32:00 PM,465.00,,,,
468,08/22/11 12:32:48 PM,466.00,,,,
469,08/22/11 12:33:48 PM,467.00,,,,
470,08/22/11 12:35:22 PM,468.00,,,,
471,08/22/11 12:39:40 PM,469.00,,,,
472,08/22/11 12:45:55 PM,470.00,,,,
473,08/22/11 12:47:37 PM,471.00,,,,
474,08/22/11 12:58:28 PM,472.00,,,,
475,08/22/11 01:04:50 PM,473.00,,,,
476,08/22/11 01:08:35 PM,474.00,,,,
477,08/22/11 01:13:07 PM,475.00,,,,
478,08/22/11 04:29:53 PM,476.00,,,,
479,08/22/11 04:35:55 PM,477.00,,,,
480,08/22/11 04:38:32 PM,478.00,,,,
481,08/22/11 04:39:40 PM,479.00,,,,
482,08/22/11 04:40:24 PM,480.00,,,,
483,08/22/11 04:41:30 PM,481.00,,,,
484,08/22/11 04:42:37 PM,482.00,,,,
485,08/22/11 04:43:49 PM,483.00,,,,
486,08/22/11 04:44:46 PM,484.00,,,,
487,08/22/11 04:45:45 PM,485.00,,,,
488,08/22/11 04:46:56 PM,486.00,,,,
489,08/22/11 04:48:23 PM,487.00,,,,
490,08/22/11 04:50:08 PM,488.00,,,,
491,08/22/11 04:50:59 PM,489.00,,,,
492,08/22/11 04:51:30 PM,490.00,,,,
493,08/22/11 04:52:00 PM,491.00,,,,
494,08/22/11 04:52:26 PM,492.00,,,,
495,08/22/11 04:52:54 PM,493.00,,,,
496,08/22/11 04:53:22 PM,494.00,,,,
497,08/22/11 04:54:13 PM,495.00,,,,
498,08/22/11 04:55:24 PM,496.00,,,,
499,08/22/11 04:58:59 PM,497.00,,,,
500,08/23/11 11:42:35 AM,498.00,,,,
501,08/23/11 01:51:58 PM,499.00,,,,
502,08/23/11 05:03:57 PM,500.00,,,,
503,08/23/11 05:09:34 PM,501.00,,,,
504,08/23/11 05:12:32 PM,502.00,,,,
505,08/23/11 05:16:04 PM,503.00,,,,
506,08/23/11 05:18:33 PM,504.00,,,,
507,08/23/11 05:20:17 PM,505.00,,,,
508,08/23/11 05:24:30 PM,506.00,,,,
509,08/23/11 05:27:54 PM,507.00,,,,
510,08/23/11 05:35:32 PM,508.00,,,,
511,08/23/11 05:47:18 PM,509.00,,,,
512,08/23/11 05:49:40 PM,510.00,,,,
513,08/23/11 05:52:25 PM,511.00,,,,
514,08/23/11 05:54:57 PM,512.00,,,,
515,08/23/11 05:58:31 PM,513.00,,,,
516,08/23/11 06:00:26 PM,514.00,,,,
517,08/23/11 06:03:47 PM,515.00,,,,
518,08/23/11 06:13:17 PM,516.00,,,,
519,08/24/11 12:17:23 PM,517.00,,,,
520,08/24/11 12:17:29 PM,518.00,,,,
521,08/24/11 12:17:37 PM,,,Logged,,
522,08/24/11 12:17:39 PM,518.00,,,Logged,Logged
